customer_id,region,edad,genero,tipo_contrato,antiguedad_meses,plan,tiene_internet,velocidad_mbps,tiene_tv,tiene_linea_movil,num_servicios,factura_mensual_clp,metodo_pago,dias_mora_hist,reclamos_12m,llamadas_soporte_6m,nps,descuento_activo,meses_sin_reajuste,ingreso_estimado_clp,cambios_plan_12m,mora_90d
CTL-24657,Los Lagos,,Masculino,Mensual,5,Premium,1,50.0,0,0,1,42281.0,Débito automático,desconocido,0,0,7.6,No,13.0,,0,0
CTL-24658,Biobío,43.0,Femenino,Mensual,69,Premium,1,50.0,0,0,1,41133.0,Débito automático,0,0,1,5.9,Sí,19.0,806158.0,0,0
CTL-24659,Metropolitana,18.0,Masculino,Bianual,19,Estándar,1,50.0,0,0,1,29087.0,Débito automático,1,0,0,6.8,No,8.0,931015.0,0,0
CTL-24660,Araucanía,24.0,Masculino,Anual,6,Básico,1,500.0,1,1,3,24882.0,WebPay,2,2,1,7.3,Sí,33.0,,#REF!,0
CTL-24661,Biobío,31.0,Femenino,Bianual,22,Básico,1,50.0,0,0,1,18172.0,Débito automático,3,1,2,7.4,Sí,2.0,423393.0,0,0
CTL-24662,Maule,46.0,Masculino,Mensual,58,Básico,0,,1,1,2,25188.0,Efectivo,3,2,1,6.6,No,22.0,987403.0,1,0
CTL-24663,Valparaíso,46.0,Femenino,Anual,14,Estándar,1,100.0,1,1,3,34538.0,WebPay,18,1,1,7.0,No,28.0,1146555.0,0,0
CTL-24664,Los Lagos,39.0,Masculino,Bianual,6,Básico,1,1000.0,1,1,3,27040.0,Débito automático,6,1,3,5.5,Sí,6.0,435002.0,0,0
CTL-24665,Los Lagos,,Masculino,Anual,25,Estándar,1,1000.0,0,1,2,29360.0,WebPay,8,1,3,10.0,No,16.0,440592.0,0,0
CTL-24666,Araucanía,,Femenino,Bianual,51,Estándar,0,,1,0,1,25182.0,Débito automático,29,3,2,5.4,No,2.0,671678.0,0,0
CTL-24667,Metropolitana,50.0,Masculino,Mensual,4,Estándar,1,50.0,1,0,2,34274.0,Efectivo,11,2,1,7.1,No,21.0,345770.0,0,0
CTL-24668,Los Lagos,48.0,Femenino,Mensual,2,Estándar,1,50.0,1,1,3,36960.0,Débito automático,3,1,4,4.0,No,20.0,397941.0,0,0
CTL-24669,Maule,47.0,Masculino,Mensual,2,Estándar,1,100.0,1,0,2,26918.0,Débito automático,4,1,1,9.3,No,19.0,856450.0,0,0
CTL-24670,Araucanía,39.0,Masculino,Mensual,8,Básico,1,50.0,0,0,1,17173.0,Transferencia,3,1,2,5.1,No,13.0,526003.0,0,0
CTL-24671,Valparaíso,67.0,Masculino,Mensual,1,Básico,1,200.0,1,1,3,29605.0,Efectivo,3,4,3,4.0,No,21.0,390037.0,0,1
CTL-24672,Los Lagos,48.0,Masculino,Bianual,16,Básico,1,1000.0,0,1,2,20451.0,WebPay,5,0,1,7.4,No,29.0,1091095.0,1,0
CTL-24673,Araucanía,28.0,Prefiero no decir,Anual,34,Básico,1,50.0,1,1,3,21365.0,WebPay,0,2,3,10.0,No,13.0,630803.0,2,0
CTL-24674,Metropolitana,45.0,Femenino,Bianual,35,Básico,1,100.0,1,0,2,18659.0,Débito automático,2,5,1,9.2,No,25.0,332489.0,1,0
CTL-24675,Valparaíso,52.0,Femenino,Bianual,29,Básico,1,500.0,0,0,1,19470.0,Débito automático,4,2,1,3.6,No,28.0,505224.0,0,0
CTL-24676,Coquimbo,33.0,Femenino,Mensual,10,Básico,1,200.0,1,0,2,26444.0,WebPay,9,1,4,7.2,No,26.0,481231.0,1,0
CTL-24677,Metropolitana,57.0,Femenino,Mensual,38,Estándar,1,500.0,0,0,1,24470.0,Cheque,1,1,5,4.9,No,15.0,1789175.0,1,1
CTL-24678,Antofagasta,47.0,Masculino,Mensual,25,Premium,1,500.0,1,1,3,55121.0,Débito automático,2,0,0,8.5,No,25.0,,0,0
CTL-24679,Maule,18.0,Masculino,Anual,56,Premium,1,100.0,0,0,1,41851.0,Efectivo,3,0,2,6.7,Sí,20.0,845497.0,0,0
CTL-24680,Maule,46.0,Femenino,Mensual,19,Premium,0,,1,1,2,46041.0,Transferencia,6,2,4,8.0,No,19.0,530803.0,1,0
CTL-24681,Metropolitana,36.0,Masculino,Anual,6,Estándar,1,200.0,1,0,2,28996.0,WebPay,11,2,2,7.3,Sí,,479481.0,1,0
CTL-24682,Metropolitana,49.0,Masculino,Mensual,29,Premium,1,200.0,0,1,2,44395.0,Débito automático,7,0,0,7.2,Sí,35.0,398031.0,0,0
CTL-24683,Antofagasta,55.0,Femenino,Mensual,5,Premium,1,100.0,1,1,3,51389.0,Débito automático,0,1,1,4.2,No,2.0,1254678.0,0,0
CTL-24684,Metropolitana,44.0,Masculino,Mensual,93,Estándar,1,500.0,1,1,3,35781.0,Efectivo,0,0,0,9.1,Sí,22.0,504854.0,0,0
CTL-24685,O'Higgins,65.0,Masculino,Anual,35,Estándar,1,200.0,1,0,2,27315.0,Débito automático,2,1,2,6.2,No,14.0,577977.0,0,0
CTL-24686,Valparaíso,39.0,Masculino,Bianual,40,Básico,1,100.0,1,1,3,31543.0,WebPay,4,3,1,4.6,Sí,26.0,,0,0
CTL-24687,Metropolitana,50.0,Femenino,Bianual,32,Básico,1,100.0,1,1,3,26601.0,Débito automático,6,1,6,5.3,Sí,,352801.0,0,0
CTL-24688,Metropolitana,53.0,Masculino,Bianual,3,Básico,1,50.0,0,0,1,17396.0,Transferencia,desconocido,1,2,7.2,No,19.0,938992.0,0,0
CTL-24689,Biobío,40.0,Femenino,Mensual,18,Estándar,1,500.0,1,1,3,36539.0,Transferencia,1,2,3,7.3,No,18.0,565390.0,1,0
CTL-24690,Atacama,52.0,Masculino,Anual,30,Estándar,1,100.0,1,0,2,26571.0,Débito automático,2,0,2,2.2,No,29.0,281628.0,0,0
CTL-24691,Valparaíso,33.0,Femenino,Mensual,8,Premium,1,100.0,1,0,2,50233.0,Débito automático,17,0,2,9.1,Sí,33.0,471835.0,0,0
CTL-24692,Valparaíso,36.0,Masculino,Mensual,32,Premium,1,100.0,1,0,2,50295.0,Transferencia,7,1,3,6.0,Sí,25.0,209329.0,1,0
CTL-24693,Valparaíso,23.0,Prefiero no decir,Anual,48,Básico,1,200.0,1,0,2,22867.0,Efectivo,15,0,1,3.3,Sí,2.0,341734.0,2,0
CTL-24694,Biobío,45.0,Femenino,Mensual,10,Premium,0,,1,1,2,44176.0,Débito automático,4,1,6,5.5,No,15.0,317568.0,0,0
CTL-24695,Valparaíso,46.0,Femenino,Mensual,7,Premium,0,,1,0,1,41926.0,Transferencia,7,1,5,5.2,Sí,7.0,,1,0
CTL-24696,Los Lagos,,Femenino,Mensual,61,Básico,1,500.0,0,1,2,20677.0,Cheque,0,1,2,1.0,No,11.0,483560.0,-,1
CTL-24697,Biobío,53.0,Femenino,Bianual,1,Estándar,0,,1,1,2,31128.0,Transferencia,4,2,3,,No,11.0,684449.0,0,0
CTL-24698,Biobío,38.0,Masculino,Anual,9,Básico,1,50.0,1,0,2,21590.0,Débito automático,17,3,2,,No,16.0,1095582.0,3,1
CTL-24699,Metropolitana,,Femenino,Mensual,15,Básico,1,50.0,1,1,3,31303.0,Efectivo,1,1,1,6.2,No,12.0,539763.0,1,0
CTL-24700,Atacama,48.0,Femenino,Bianual,32,Estándar,1,100.0,1,0,2,31997.0,Efectivo,1,2,2,10.0,No,23.0,525052.0,0,1
CTL-24701,Metropolitana,57.0,Masculino,Bianual,120,Estándar,1,100.0,1,1,3,37676.0,Débito automático,13,1,3,4.0,No,9.0,871939.0,0,0
CTL-24702,Metropolitana,52.0,Masculino,Anual,13,Básico,1,500.0,0,0,1,16921.0,Débito automático,5,3,2,6.3,Sí,33.0,524866.0,0,0
CTL-24703,Maule,57.0,Masculino,Anual,84,Premium,1,50.0,0,0,1,46223.0,Cheque,0,1,#REF!,9.9,Sí,15.0,690381.0,1,0
CTL-24704,Biobío,39.0,Masculino,Mensual,13,Estándar,1,200.0,0,0,1,24123.0,Transferencia,11,5,2,6.4,Sí,14.0,1260770.0,3,0
CTL-24705,Valparaíso,35.0,Masculino,Mensual,34,Básico,1,50.0,1,0,2,16368.0,Transferencia,5,1,1,2.5,No,20.0,,1,0
CTL-24706,Valparaíso,31.0,Femenino,Mensual,6,Estándar,1,100.0,1,1,3,42722.0,Débito automático,12,0,2,9.0,Sí,15.0,1870078.0,0,0
CTL-24707,O'Higgins,41.0,Masculino,Bianual,18,Estándar,1,500.0,0,0,1,25047.0,WebPay,3,1,1,7.4,No,25.0,,0,0
CTL-24708,Metropolitana,40.0,Masculino,Anual,58,Estándar,0,,0,1,1,30117.0,Transferencia,19,1,3,5.5,No,1.0,608129.0,0,0
CTL-24709,Los Lagos,44.0,Femenino,Mensual,11,Premium,1,1000.0,0,0,1,46275.0,Transferencia,11,3,1,7.0,No,0.0,333188.0,0,0
CTL-24710,Maule,40.0,Femenino,Anual,4,Básico,1,200.0,1,0,2,20889.0,Transferencia,5,2,5,8.9,No,7.0,450133.0,0,0
CTL-24711,Valparaíso,40.0,Femenino,Anual,21,Estándar,1,200.0,0,0,1,26566.0,Débito automático,28,2,0,7.2,No,1.0,419697.0,0,0
CTL-24712,Valparaíso,31.0,Masculino,Anual,17,Premium,1,200.0,1,0,2,47368.0,Débito automático,4,0,1,7.0,No,14.0,1032742.0,0,0
CTL-24713,Metropolitana,55.0,Masculino,Mensual,8,Estándar,1,100.0,0,1,2,31683.0,WebPay,15,4,2,7.7,Sí,23.0,603863.0,0,0
CTL-24714,O'Higgins,43.0,Masculino,Anual,67,Básico,1,50.0,1,0,2,20141.0,Transferencia,2,0,1,10.0,No,,545104.0,1,0
CTL-24715,Biobío,39.0,Masculino,Mensual,26,Premium,1,50.0,1,0,2,43366.0,WebPay,13,0,3,7.6,Sí,31.0,200000.0,0,0
CTL-24716,Valparaíso,31.0,Masculino,Mensual,12,Premium,1,200.0,0,1,2,52764.0,Transferencia,7,1,3,3.8,No,35.0,,0,0
CTL-24717,Biobío,23.0,Masculino,Anual,120,Estándar,1,200.0,1,0,2,33083.0,Débito automático,7,0,2,5.2,Sí,18.0,651244.0,0,1
CTL-24718,Atacama,60.0,Femenino,Mensual,5,Premium,1,1000.0,0,1,2,47671.0,Transferencia,3,1,4,5.2,Sí,8.0,250907.0,1,0
CTL-24719,Valparaíso,49.0,Masculino,Anual,53,Básico,1,500.0,1,0,2,18225.0,Débito automático,5,1,3,6.6,Sí,12.0,835691.0,1,0
CTL-24720,Coquimbo,19.0,Masculino,Mensual,8,Básico,1,500.0,1,0,2,28478.0,Transferencia,3,0,2,4.8,No,3.0,493815.0,1,0
CTL-24721,Valparaíso,52.0,Prefiero no decir,Bianual,8,Básico,1,100.0,1,0,2,22121.0,Transferencia,5,1,1,6.4,No,25.0,407759.0,3,0
CTL-24722,Metropolitana,54.0,Femenino,Anual,20,Estándar,0,,1,0,1,32143.0,Transferencia,4,1,1,6.3,No,15.0,817923.0,0,0
CTL-24723,Metropolitana,43.0,Masculino,Mensual,31,Premium,1,50.0,0,0,1,44405.0,Débito automático,27,1,3,7.5,No,34.0,410974.0,3,1
CTL-24724,Valparaíso,64.0,Masculino,Anual,33,Premium,1,200.0,1,0,2,47836.0,Débito automático,0,4,3,5.0,Sí,31.0,877351.0,0,0
CTL-24725,Metropolitana,45.0,No binario,Mensual,1,Básico,0,,1,0,1,15350.0,Transferencia,15,1,1,7.2,No,3.0,,0,0
CTL-24726,Metropolitana,22.0,Masculino,Anual,10,Estándar,1,100.0,0,1,2,34717.0,Débito automático,0,2,2,6.5,No,12.0,1003701.0,0,0
CTL-24727,Coquimbo,47.0,Femenino,Mensual,31,Premium,1,,1,1,3,56895.0,Débito automático,4,4,1,3.7,No,24.0,328482.0,3,0
CTL-24728,Los Lagos,45.0,Femenino,Mensual,62,Básico,0,,1,0,1,16995.0,Débito automático,1,0,1,,Sí,10.0,501028.0,0,0
CTL-24729,Araucanía,33.0,Masculino,Bianual,32,Estándar,1,200.0,0,0,1,25869.0,WebPay,9,1,2,6.3,No,30.0,359995.0,1,0
CTL-24730,Metropolitana,50.0,Femenino,Mensual,9,Premium,1,200.0,1,1,3,47888.0,Transferencia,7,0,3,7.3,Sí,,734638.0,0,0
CTL-24731,Metropolitana,18.0,Prefiero no decir,Anual,20,Premium,1,50.0,0,0,1,41342.0,Débito automático,2,2,1,5.1,Sí,23.0,427321.0,1,0
CTL-24732,Metropolitana,55.0,,Mensual,30,Básico,1,,1,1,3,35005.0,Transferencia,4,1,1,,No,13.0,678174.0,1,0
CTL-24733,Araucanía,29.0,Masculino,Anual,5,Básico,1,200.0,0,1,2,21221.0,WebPay,3,3,2,7.8,No,32.0,550626.0,0,0
CTL-24734,Coquimbo,28.0,Femenino,Mensual,23,Estándar,1,50.0,0,0,1,23161.0,Cheque,3,1,2,5.6,Sí,1.0,355267.0,0,0
CTL-24735,Valparaíso,40.0,,Mensual,18,Premium,1,100.0,0,0,1,44782.0,Efectivo,0,#REF!,2,6.8,No,0.0,521116.0,0,0
CTL-24736,Metropolitana,48.0,Femenino,Mensual,12,Estándar,1,1000.0,1,1,3,28477.0,Débito automático,2,3,2,7.0,No,27.0,454300.0,1,1
CTL-24737,Biobío,44.0,Femenino,Mensual,28,Estándar,1,500.0,0,1,2,33545.0,Débito automático,2,0,0,5.1,Sí,34.0,329154.0,0,0
CTL-24738,Valparaíso,31.0,Masculino,Bianual,29,Premium,1,50.0,0,0,1,42914.0,WebPay,3,1,4,6.7,No,24.0,917306.0,-,0
CTL-24739,Valparaíso,34.0,Masculino,Bianual,100,Estándar,1,500.0,1,1,3,31473.0,WebPay,3,0,2,5.4,No,7.0,1822221.0,0,0
CTL-24740,Maule,26.0,Masculino,Bianual,16,Estándar,0,,1,1,2,33764.0,Débito automático,19,3,1,10.0,No,,,0,1
CTL-24741,Araucanía,38.0,Masculino,Mensual,22,Básico,1,50.0,1,0,2,20597.0,Débito automático,0,3,1,5.2,Sí,10.0,441460.0,0,0
CTL-24742,Metropolitana,57.0,Masculino,Mensual,5,Básico,1,200.0,1,1,3,23543.0,Débito automático,2,0,3,8.7,No,19.0,1205565.0,0,0
CTL-24743,Metropolitana,41.0,Masculino,Anual,23,Básico,1,100.0,1,1,3,26313.0,WebPay,4,2,0,6.8,No,19.0,597029.0,1,0
CTL-24744,Atacama,54.0,Masculino,Bianual,2,Básico,1,100.0,0,1,2,17867.0,Transferencia,7,0,0,10.0,No,34.0,936864.0,0,0
CTL-24745,Metropolitana,62.0,Femenino,Anual,5,Premium,1,100.0,1,1,3,51801.0,WebPay,45,3,2,5.5,No,12.0,306007.0,0,0
CTL-24746,Metropolitana,33.0,Femenino,Mensual,6,Básico,1,200.0,1,1,3,28052.0,Efectivo,4,1,2,5.9,No,28.0,454715.0,2,1
CTL-24747,Metropolitana,39.0,Femenino,Anual,29,Básico,1,200.0,0,1,2,29218.0,WebPay,0,3,2,4.9,No,11.0,561140.0,2,1
CTL-24748,Metropolitana,72.0,Femenino,Mensual,24,Estándar,1,200.0,1,1,3,37386.0,Débito automático,3,2,2,10.0,No,5.0,651526.0,0,0
CTL-24749,Valparaíso,62.0,Masculino,Bianual,45,Estándar,1,100.0,0,0,1,22487.0,Transferencia,11,1,1,6.7,No,4.0,,0,1
CTL-24750,O'Higgins,,Femenino,Bianual,18,Estándar,1,200.0,0,1,2,31932.0,Débito automático,12,1,3,6.4,No,,1116138.0,1,0
CTL-24751,Valparaíso,47.0,Femenino,Bianual,19,Estándar,1,50.0,0,1,2,31593.0,Débito automático,14,0,2,10.0,No,0.0,514901.0,2,0
CTL-24752,Valparaíso,42.0,Femenino,Mensual,5,Básico,1,1000.0,1,0,2,19204.0,Transferencia,5,1,1,6.2,No,,740429.0,2,0
CTL-24753,Maule,53.0,Masculino,Mensual,39,Básico,1,100.0,0,0,1,15708.0,Débito automático,#REF!,1,1,4.9,No,30.0,453213.0,1,0
CTL-24754,Biobío,31.0,Femenino,Anual,1,Básico,1,50.0,1,0,2,20218.0,Transferencia,2,2,1,6.6,No,30.0,430956.0,1,0
CTL-24755,Los Lagos,30.0,Femenino,Mensual,16,Premium,1,200.0,1,1,3,46636.0,Débito automático,3,0,5,10.0,Sí,13.0,,0,0
CTL-24756,Los Lagos,32.0,Femenino,Mensual,6,Estándar,1,200.0,1,0,2,26465.0,Cheque,3,0,2,3.9,Sí,26.0,242589.0,0,0
CTL-24757,Metropolitana,33.0,Masculino,Anual,42,Básico,1,50.0,1,1,3,26492.0,Débito automático,6,1,2,10.0,No,30.0,,1,0
CTL-24758,O'Higgins,53.0,Femenino,Mensual,32,Estándar,1,50.0,1,1,3,36077.0,WebPay,15,1,3,4.4,No,28.0,693859.0,2,0
CTL-24759,Valparaíso,25.0,Femenino,Mensual,35,Estándar,1,1000.0,0,1,2,32958.0,WebPay,0,4,2,8.0,No,27.0,378606.0,1,0
CTL-24760,Atacama,33.0,Femenino,Mensual,5,Básico,1,100.0,1,0,2,22387.0,Débito automático,20,1,2,5.8,Sí,12.0,536043.0,3,0
CTL-24761,Biobío,18.0,Femenino,Bianual,31,Premium,1,100.0,1,1,3,58690.0,Débito automático,16,1,2,3.5,No,22.0,1691384.0,0,0
CTL-24762,Atacama,56.0,Masculino,Anual,33,Básico,0,,0,0,1,19034.0,Débito automático,6,2,1,5.8,No,12.0,453967.0,0,0
CTL-24763,O'Higgins,59.0,Masculino,Anual,1,Básico,1,50.0,1,1,3,31843.0,Débito automático,8,2,1,4.7,No,19.0,532217.0,0,0
CTL-24764,Metropolitana,37.0,Masculino,Mensual,11,Premium,1,50.0,0,1,2,49422.0,Cheque,13,0,0,8.1,No,9.0,461864.0,N/A,0
CTL-24765,Biobío,37.0,Masculino,Anual,3,Básico,0,,0,0,1,18646.0,Débito automático,12,1,3,8.5,No,13.0,576097.0,0,0
CTL-24766,Atacama,48.0,Masculino,Mensual,33,Estándar,0,,1,1,2,25454.0,Cheque,7,2,3,6.1,Sí,3.0,,1,0
CTL-24767,Los Lagos,62.0,Masculino,Anual,7,Básico,1,100.0,1,0,2,24271.0,Débito automático,25,0,-,6.8,No,7.0,713229.0,0,0
CTL-24768,Metropolitana,47.0,Masculino,Anual,9,Estándar,1,200.0,1,0,2,28667.0,Transferencia,15,2,1,7.9,Sí,26.0,,0,0
CTL-24769,Araucanía,32.0,Femenino,Bianual,3,Básico,1,100.0,1,1,3,27702.0,Transferencia,0,1,0,6.2,Sí,25.0,1074973.0,0,0
CTL-24770,Valparaíso,19.0,Femenino,Mensual,19,Básico,1,200.0,1,0,2,25747.0,Transferencia,6,3,3,6.6,No,4.0,343468.0,0,0
CTL-24771,Metropolitana,26.0,Masculino,Mensual,1,Básico,1,200.0,1,0,2,17000.0,Débito automático,0,0,1,7.8,No,11.0,424256.0,0,0
CTL-24772,Valparaíso,43.0,Masculino,Bianual,53,Premium,0,,0,0,1,41301.0,Transferencia,4,0,1,1.0,Sí,14.0,,0,0
CTL-24773,Metropolitana,32.0,Femenino,Bianual,1,Premium,1,100.0,1,1,3,57429.0,Débito automático,0,1,3,10.0,No,22.0,512193.0,0,0
CTL-24774,O'Higgins,44.0,Femenino,Mensual,2,Básico,1,200.0,1,1,3,31094.0,Débito automático,4,0,4,6.5,No,20.0,424348.0,2,0
CTL-24775,Valparaíso,34.0,Masculino,Mensual,29,Básico,1,500.0,0,0,1,21626.0,Débito automático,2,2,3,9.7,No,34.0,,1,0
CTL-24776,Los Lagos,27.0,Femenino,Mensual,70,Estándar,1,100.0,1,1,3,31189.0,Transferencia,18,1,1,4.8,Sí,30.0,239942.0,0,0
CTL-24777,Metropolitana,25.0,Masculino,Mensual,63,Estándar,1,200.0,1,1,3,34936.0,Débito automático,16,1,1,,No,15.0,610651.0,3,0
CTL-24778,Valparaíso,63.0,Femenino,Anual,3,Estándar,1,500.0,1,1,3,29882.0,Débito automático,2,3,2,6.6,No,1.0,562453.0,0,0
CTL-24779,Metropolitana,54.0,Prefiero no decir,Anual,10,Estándar,1,50.0,1,0,2,35818.0,Débito automático,7,0,7,6.5,No,32.0,1295003.0,0,0
CTL-24780,Metropolitana,66.0,Masculino,Mensual,21,Premium,1,1000.0,0,0,1,37587.0,Débito automático,2,1,4,2.5,No,6.0,959645.0,0,0
CTL-24781,Metropolitana,49.0,No binario,Anual,1,Básico,1,200.0,1,0,2,18141.0,Débito automático,3,1,1,10.0,No,1.0,808267.0,1,0
CTL-24782,Metropolitana,35.0,Masculino,Mensual,22,Básico,1,100.0,1,0,2,24681.0,Transferencia,0,0,2,5.1,No,15.0,200000.0,1,0
CTL-24783,Biobío,60.0,Femenino,Mensual,17,Premium,1,100.0,0,1,2,46174.0,WebPay,13,1,2,1.6,Sí,24.0,1146638.0,0,0
CTL-24784,Metropolitana,41.0,Masculino,Mensual,25,Estándar,1,100.0,1,1,3,33259.0,WebPay,0,1,0,,Sí,14.0,200000.0,3,0
CTL-24785,Valparaíso,45.0,,Mensual,71,Premium,0,,0,1,1,42469.0,Débito automático,2,0,3,5.2,Sí,4.0,525243.0,1,0
CTL-24786,Valparaíso,41.0,Masculino,Anual,9,Estándar,1,200.0,0,1,2,35043.0,Débito automático,2,0,0,5.6,No,8.0,595280.0,0,0
CTL-24787,Los Lagos,18.0,Femenino,Mensual,29,Estándar,1,50.0,0,0,1,27671.0,WebPay,6,0,2,6.4,No,27.0,1183273.0,0,0
CTL-24788,Coquimbo,64.0,Femenino,Anual,16,Estándar,1,50.0,0,0,1,25071.0,WebPay,2,2,0,8.2,No,7.0,509152.0,0,0
CTL-24789,Biobío,48.0,Femenino,Anual,16,Básico,1,1000.0,0,0,1,14151.0,Transferencia,3,1,3,7.0,No,1.0,658766.0,0,0
CTL-24790,Valparaíso,46.0,Masculino,Bianual,30,Básico,1,100.0,1,1,3,33466.0,Débito automático,2,3,2,6.0,No,28.0,350476.0,2,1
CTL-24791,Metropolitana,41.0,Masculino,Bianual,85,Premium,1,,0,0,1,42167.0,Débito automático,1,0,5,1.7,Sí,31.0,354481.0,1,0
CTL-24792,Antofagasta,44.0,Femenino,Anual,56,Básico,1,200.0,1,1,3,31132.0,Débito automático,3,0,3,3.5,Sí,2.0,564952.0,1,0
CTL-24793,Metropolitana,33.0,Femenino,Mensual,29,Básico,1,100.0,0,0,1,18056.0,Débito automático,11,0,0,6.4,Sí,34.0,457846.0,2,1
CTL-24794,Metropolitana,50.0,Masculino,Mensual,18,Estándar,1,200.0,1,1,3,32913.0,Cheque,17,desconocido,1,4.7,No,10.0,1640066.0,0,0
CTL-24795,Metropolitana,23.0,Femenino,Anual,16,Estándar,1,50.0,0,0,1,28177.0,Transferencia,2,1,2,6.2,No,22.0,1540471.0,0,0
CTL-24796,Valparaíso,44.0,Masculino,Mensual,44,Básico,1,200.0,1,0,2,23795.0,Transferencia,1,1,1,5.6,Sí,7.0,963367.0,0,0
CTL-24797,Metropolitana,,Masculino,Mensual,7,Estándar,1,500.0,0,1,2,28420.0,Transferencia,38,1,3,4.7,No,13.0,361359.0,0,1
CTL-24798,O'Higgins,39.0,Masculino,Mensual,25,Básico,1,100.0,1,1,3,23417.0,Débito automático,9,2,1,3.2,No,30.0,496392.0,1,0
CTL-24799,Metropolitana,47.0,Femenino,Mensual,20,Premium,1,100.0,0,1,2,47019.0,Débito automático,11,2,2,8.5,Sí,30.0,750654.0,0,0
CTL-24800,Maule,28.0,Prefiero no decir,Anual,30,Premium,1,50.0,0,0,1,43005.0,Transferencia,2,1,1,4.5,Sí,12.0,303288.0,0,0
CTL-24801,Metropolitana,28.0,Femenino,Anual,6,Premium,1,500.0,0,0,1,45547.0,Transferencia,4,2,0,5.9,No,9.0,348878.0,2,0
CTL-24802,Metropolitana,45.0,Masculino,Anual,34,Premium,1,500.0,1,0,2,47310.0,Transferencia,8,0,1,8.4,Sí,21.0,554089.0,0,0
CTL-24803,Coquimbo,51.0,Femenino,Mensual,28,Premium,0,,1,0,1,40780.0,Débito automático,2,0,3,10.0,Sí,7.0,787659.0,0,0
CTL-24804,Metropolitana,18.0,Masculino,Mensual,6,Premium,1,100.0,1,1,3,55911.0,Débito automático,2,3,1,6.2,No,,611009.0,1,0
CTL-24805,Los Lagos,49.0,Masculino,Mensual,17,Básico,1,100.0,1,1,3,19879.0,Transferencia,22,1,2,7.9,No,1.0,248264.0,0,0
CTL-24806,Biobío,34.0,Masculino,Bianual,32,Básico,1,100.0,1,1,3,23833.0,Débito automático,0,2,2,5.2,Sí,25.0,262224.0,0,1
CTL-24807,Metropolitana,39.0,Masculino,Mensual,65,Estándar,0,,1,1,2,32503.0,Débito automático,8,1,3,6.9,Sí,16.0,318104.0,0,0
CTL-24808,Antofagasta,23.0,Femenino,Mensual,4,Premium,1,50.0,0,1,2,49885.0,WebPay,5,1,4,5.4,No,28.0,448970.0,0,0
CTL-24809,Metropolitana,30.0,Femenino,Mensual,1,Estándar,1,50.0,1,0,2,26183.0,Débito automático,9,1,2,6.0,No,30.0,268242.0,0,0
CTL-24810,Los Lagos,55.0,No binario,Mensual,6,Básico,1,200.0,1,1,3,21787.0,Transferencia,2,1,0,6.0,Sí,35.0,1028731.0,0,0
CTL-24811,Metropolitana,42.0,Masculino,Mensual,120,Premium,1,100.0,0,1,2,49108.0,Transferencia,0,2,3,5.4,No,23.0,626042.0,0,0
CTL-24812,Los Lagos,36.0,Masculino,Anual,41,Premium,1,100.0,1,1,3,9999999.0,Cheque,0,2,3,8.0,No,9.0,671379.0,0,0
CTL-24813,Metropolitana,40.0,Masculino,Mensual,27,Estándar,1,100.0,1,0,2,28732.0,Transferencia,18,0,4,9.5,No,6.0,611011.0,1,0
CTL-24814,Biobío,48.0,,Mensual,4,Premium,1,100.0,1,0,2,47557.0,Transferencia,13,1,0,5.9,No,3.0,417598.0,0,1
CTL-24815,O'Higgins,48.0,Prefiero no decir,Anual,16,Estándar,0,,0,0,1,24662.0,Débito automático,8,2,1,5.8,No,31.0,559887.0,1,0
CTL-24816,Antofagasta,40.0,Masculino,Mensual,36,Básico,1,100.0,0,1,2,23432.0,Débito automático,1,2,1,1.9,No,3.0,593888.0,0,0
CTL-24817,Coquimbo,57.0,No binario,Mensual,64,Básico,0,,0,0,1,13429.0,Débito automático,6,1,1,6.6,No,26.0,377847.0,0,0
CTL-24818,O'Higgins,55.0,Masculino,Mensual,14,Premium,1,500.0,0,0,1,45403.0,Cheque,2,1,1,8.6,No,16.0,638188.0,2,0
CTL-24819,Coquimbo,47.0,Masculino,Bianual,120,Básico,1,100.0,1,1,3,27531.0,Cheque,1,0,2,,No,30.0,387451.0,0,0
CTL-24820,Metropolitana,42.0,Masculino,Mensual,5,Premium,1,50.0,1,0,2,45354.0,Débito automático,2,0,5,5.4,No,10.0,593895.0,3,0
CTL-24821,Metropolitana,51.0,Femenino,Mensual,14,Estándar,1,200.0,0,1,2,32773.0,Débito automático,2,0,4,5.0,No,15.0,414296.0,0,0
CTL-24822,Metropolitana,46.0,Masculino,Mensual,59,Premium,1,100.0,0,1,2,50564.0,Débito automático,8,1,0,5.3,Sí,23.0,,1,0
CTL-24823,Valparaíso,56.0,No binario,Anual,30,Estándar,0,,0,0,1,27892.0,WebPay,6,2,4,7.4,Sí,,359393.0,0,0
CTL-24824,Valparaíso,54.0,Masculino,Anual,47,Estándar,1,1000.0,1,0,2,36949.0,Débito automático,1,2,2,8.6,No,7.0,368933.0,1,0
CTL-24825,Biobío,27.0,Masculino,Anual,67,Básico,1,500.0,1,1,3,26088.0,Débito automático,7,4,4,7.1,No,35.0,333039.0,0,0
CTL-24826,Metropolitana,26.0,Femenino,Anual,20,Básico,1,100.0,1,1,3,34526.0,Débito automático,2,1,5,6.9,No,5.0,481367.0,2,0
